trade_id,symbol,entry_date,entry_price,exit_date,exit_price,quantity,side,initial_stop_loss,final_stop_loss,take_profit,pl,pl_pct,security_pl,fx_pl,entry_fx_rate,exit_fx_rate,security_currency,duration_days,entry_equity,entry_capital_available,entry_capital_required,concurrent_positions,competing_signals,entry_reason,exit_reason,commission_paid,partial_exits
T000032,BRKR,2001-03-13,17.40415485,2001-03-20,14.64349581,86.92534377002762,LONG,14.909099020445007,14.909099020445007,,-245.9712360838346,-16.258668191475035,-245.9712360838346,0.0,1.0,1.0,GBP,7,0.0,2778.7081090342263,1512.8621433630437,1,AMKR,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000049,BRKR,2001-10-23,20.93299728,2001-11-09,18.24435543,72.99285260572297,LONG,18.320826500413915,18.320826500413915,,-202.2516382666283,-13.236717331513201,-202.2516382666283,0.0,1.0,1.0,GBP,17,0.0,1643.1852876618245,1527.9591850550398,1,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000063,BRKR,2002-06-07,5.74217081,2002-06-26,4.39784989,148.21105426225742,LONG,4.75232683973217,4.75232683973217,,-205.24322082000788,-24.116379957357363,-205.24322082000788,0.0,1.0,1.0,GBP,19,0.0,2934.1163677706736,851.0531895040607,0,MOG.A,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000077,BRKR,2003-01-21,4.40745218,2003-01-30,3.84091693,257.45509907074984,LONG,3.9379640817745565,3.9379640817745565,,-151.85738891582199,-13.382794878829246,-151.85738891582199,0.0,1.0,1.0,GBP,9,0.0,1277.6388437700025,1134.7210376514922,1,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000102,BRKR,2004-06-15,4.69552095,2004-07-02,4.58989573,290.3802940321025,LONG,4.320794232933255,4.320794232933255,,-36.67148244080534,-2.689537124630772,-36.67148244080534,0.0,1.0,1.0,GBP,17,0.0,2176.265085670515,1363.4867540948972,0,"RUS,SLB",AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 85.0) for MDT,6.0,0
T000124,BRKR,2006-02-28,4.29222467,2006-03-27,4.80114617,499.8104719515786,LONG,3.9196086062166264,3.9196086062166264,,248.36429510130512,11.577142107101803,248.36429510130512,0.0,1.0,1.0,GBP,27,0.0,3724.7482139261533,2145.298838034909,0,"HUBB,PAYX",AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 87.0) for OKE,6.0,0
T000141,BRKR,2007-05-01,8.80530207,2007-05-04,7.87387971,227.75503080243067,LONG,8.036934908701932,8.036934908701932,,-218.13612829187267,-10.877156134423718,-218.13612829187267,0.0,1.0,1.0,GBP,3,0.0,2331.0773434434145,2005.4518441775565,1,"AMG,GTLS,NVMI,PRU",AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000147,BRKR,2007-07-25,7.81626596,2007-08-07,7.16331008,415.7305170693587,LONG,7.335744035551459,7.335744035551459,,-277.45368561587827,-8.538454417995583,-277.45368561587827,0.0,1.0,1.0,GBP,13,0.0,3992.352562283107,3249.4602891024274,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000151,BRKR,2007-10-08,8.59405164,2007-11-06,9.68871296,409.43223067037457,LONG,8.082833562426194,8.082833562426194,,442.18962607617675,12.566911689428691,442.18962607617675,0.0,1.0,1.0,GBP,29,0.0,4183.1831572012825,3518.6817334615907,0,,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 85.0) for CGNX,6.0,0
T000450,BRKR,2022-05-12,57.57964929,2022-06-06,62.51299207,17.90722963837214,LONG,53.486507234172294,53.486507234172294,,82.34250204626528,7.9859509975788905,82.34250204626528,0.0,1.0,1.0,GBP,25,0.0,1190.263500519673,1031.0920023329613,1,"EQX,UTL",AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 89.0) for CAT,6.0,0
