trade_id,symbol,entry_date,entry_price,exit_date,exit_price,quantity,side,initial_stop_loss,final_stop_loss,take_profit,pl,pl_pct,security_pl,fx_pl,entry_fx_rate,exit_fx_rate,security_currency,duration_days,entry_equity,entry_capital_available,entry_capital_required,concurrent_positions,competing_signals,entry_reason,exit_reason,commission_paid,partial_exits
T001344,NWN,2010-06-15,25.253209941959998,2010-07-07,24.560374350689997,138.00898514085966,LONG,23.780248686718753,23.780248686718753,,-101.61753682064024,-2.915712589246738,-101.61753682064024,0.0,1.0,1.0,GBP,22,10000.0,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001345,NWN,2010-09-13,26.085615395839998,2010-11-16,27.00585389322,161.89409208703597,LONG,24.837955491063983,24.837955491063983,,142.98117603687356,3.385686778111164,142.98117603687356,0.0,1.0,1.0,GBP,64,9898.38246317936,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001346,NWN,2011-02-15,26.043672935279996,2011-03-15,26.17936448994,257.0682895871436,LONG,25.237214228867646,25.237214228867646,,28.88199586786733,0.4313963446243925,28.88199586786733,0.0,1.0,1.0,GBP,28,10041.363639216233,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001347,NWN,2011-05-03,26.27065353913,2011-05-24,25.54620421401,229.30457077419047,LONG,25.366957327302067,25.366957327302067,,-172.11954154429318,-2.8572391486175115,-172.11954154429318,0.0,1.0,1.0,GBP,21,10070.2456350841,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001348,NWN,2011-07-01,26.385761031629997,2011-07-29,25.86681396333,246.61147281080167,LONG,25.557473176065475,25.557473176065475,,-133.97830082431005,-2.058977324833118,-133.97830082431005,0.0,1.0,1.0,GBP,28,9898.126093539808,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001349,NWN,2011-10-10,26.551894008639998,2011-11-23,26.38174349835,118.65730794336095,LONG,24.88124008721465,24.88124008721465,,-26.189601496200122,-0.8312638483504312,-26.189601496200122,0.0,1.0,1.0,GBP,44,9764.1477927155,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001350,NWN,2012-04-30,27.328061130369996,2012-07-16,27.97767584847,207.5485423498294,LONG,26.363318954982898,26.363318954982898,,128.8265878306512,2.2713130485489117,128.8265878306512,0.0,1.0,1.0,GBP,77,9737.958191219299,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001351,NWN,2012-12-11,27.040702568879997,2013-01-07,27.0109984635,188.15793233679756,LONG,25.965959695396172,25.965959695396172,,-11.589063050214229,-0.22777592682347386,-11.589063050214229,0.0,1.0,1.0,GBP,27,9866.78477904995,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001352,NWN,2013-04-10,27.899210659319998,2013-05-01,26.911324467270003,222.60599592744722,LONG,26.98678539550976,26.98678539550976,,-225.90938964426255,-3.6375209905572694,-225.90938964426255,0.0,1.0,1.0,GBP,21,9855.195715999736,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001353,NWN,2013-07-11,27.195194646619996,2013-08-09,27.018292462199998,173.3540785809683,LONG,26.058197911216233,26.058197911216233,,-36.66671517908921,-0.777760296874993,-36.66671517908921,0.0,1.0,1.0,GBP,29,9629.286326355474,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
