date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2001-05-18,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,sell,2113.0,43.5,91915.5
2003-12-08,ALL,"PIKE, ROBERT W",Vice President and Secretary,True,Common Stock,sell,21471.0,40.96,879452.16
2003-12-08,ALL,"PIKE, ROBERT W",Vice President and Secretary,True,Common Stock,sell,53882.0,40.96,2207006.72
2003-12-08,ALL,"PIKE, ROBERT W",Vice President and Secretary,True,Common Stock,sell,3285.0,40.68,133633.8
2003-12-08,ALL,"PIKE, ROBERT W",Vice President and Secretary,True,Common Stock,buy,60090.0,26.69,1603802.1
2003-12-08,ALL,"PIKE, ROBERT W",Vice President and Secretary,True,Common Stock,sell,6208.0,40.68,252541.44
2003-12-08,ALL,"PIKE, ROBERT W",Vice President and Secretary,True,Common Stock,buy,24756.0,22.63,560228.28
2003-12-12,ALL,"MCCABE, MICHAEL J",V.P. and General Counsel,False,Common Stock,sell,28477.0,41.8,1190338.5999999999
2004-01-09,ALL,"LIDDY, EDWARD M","Director, Chairman, President and CEO",True,Common Stock,sell,8546.0,43.99,375938.54000000004
2004-01-09,ALL,"LIDDY, EDWARD M","Director, Chairman, President and CEO",True,Common Stock,buy,10618.0,31.1,330219.8
2004-02-06,ALL,"SYLLA, CASEY",President Allstate Financial,True,Common Stock,buy,24756.0,22.63,560228.28
2004-02-06,ALL,"SYLLA, CASEY",President Allstate Financial,True,Common Stock,buy,3229.0,42.1,135940.9
2004-02-06,ALL,"SYLLA, CASEY",President Allstate Financial,True,Common Stock,buy,6642.0,37.91,251798.21999999997
2004-02-06,ALL,"SYLLA, CASEY",President Allstate Financial,True,Common Stock,sell,34627.0,45.47,1574489.69
2004-02-06,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,4000.0,35.0,140000.0
2004-02-06,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,12500.0,26.69,333625.0
2004-02-06,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,20492.0,35.0,717220.0
2004-02-06,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,3660.0,35.0,128100.0
2004-02-06,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,sell,38926.0,46.02,1791374.52
2004-02-06,ALL,"CROCKETT, JOAN M",SVP - AIC,True,Common Stock,buy,954.0,32.22,30737.879999999997
2004-02-06,ALL,"CROCKETT, JOAN M",SVP - AIC,True,Common Stock,sell,954.0,45.83,43721.82
2004-02-06,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,sell,4170.0,45.96,191653.2
2004-02-06,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,10150.0,33.38,338807.0
2004-02-09,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,sell,4724.0,46.35,218957.4
2004-02-09,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,buy,200.0,28.69,5738.0
2004-02-09,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,buy,3404.0,38.52,131122.08000000002
2004-02-09,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,sell,200.0,46.36,9272.0
2004-02-09,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,buy,1320.0,28.69,37870.8
2004-02-09,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,sell,14175.0,46.1,653467.5
2004-02-09,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,5368.0,31.78,170595.04
2004-02-09,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,sell,1309.0,46.3,60606.7
2004-02-09,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,10150.0,33.38,338807.0
2004-02-10,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,buy,314.0,41.31,12971.34
2004-02-10,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,buy,12876.0,41.69,536800.44
2004-02-10,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,buy,10000.0,36.64,366400.0
2004-02-10,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,sell,23190.0,46.5,1078335.0
2004-02-23,ALL,"SMITH, JOSHUA I",Director,True,Common Stock,sell,6750.0,46.0725,310989.375
2004-02-23,ALL,"SMITH, JOSHUA I",Director,True,Common Stock,buy,750.0,32.22,24165.0
2004-02-23,ALL,"SMITH, JOSHUA I",Director,True,Common Stock,buy,3000.0,36.22,108660.0
2004-02-23,ALL,"SMITH, JOSHUA I",Director,True,Common Stock,buy,3000.0,27.44,82320.0
2004-03-08,ALL,"RUEBENSON, GEORGE E",Senior Vice President,True,Common Stock,buy,569.0,41.47,23596.43
2004-03-08,ALL,"RUEBENSON, GEORGE E",Senior Vice President,True,Common Stock,sell,525.0,44.885,23564.625
2004-04-12,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,sell,19680.0,48.0,944640.0
2004-04-12,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,buy,19680.0,36.64,721075.2
2004-05-18,ALL,"LIDDY, EDWARD M","Director, Chairman, President and CEO",True,Common Stock,sell,16057.0,43.31,695428.67
2004-05-18,ALL,"MCCABE, MICHAEL J",V.P. and General Counsel,False,Common Stock,sell,2654.0,43.31,114944.74
2004-05-18,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,sell,549.0,43.28,23760.72
2004-05-18,ALL,"MCNEIL, RONALD D",SVP Allstate Insurance Company,True,Common Stock,sell,2533.0,43.31,109704.23000000001
2004-05-18,ALL,"RUEBENSON, GEORGE E",Senior Vice President,True,Common Stock accompanied by tax withholding rights,sell,820.0,43.31,35514.200000000004
2004-05-18,ALL,"SYLLA, CASEY",President Allstate Financial,True,Common Stock,sell,3891.0,43.31,168519.21000000002
2004-05-18,ALL,"PIKE, ROBERT W",Vice President and Secretary,True,Common Stock,sell,3979.0,43.31,172330.49000000002
2004-05-18,ALL,"CROCKETT, JOAN M",SVP - AIC,True,Common Stock,sell,2287.0,43.31,99049.97
2004-05-18,ALL,"WILSON, THOMAS J","President, Allstate Protection",True,Common Stock,sell,4035.0,43.31,174755.85
2004-05-18,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,sell,1011.0,43.31,43786.41
2004-06-01,ALL,"RILEY, H JOHN JR",Director,True,Common Share Unit,buy,1136.88,43.98,49999.9824
2004-06-01,ALL,"ANDRESS, JAMES G",Director,True,Common Share Unit,buy,1136.88,43.98,49999.9824
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Employee Stock Option (right to buy),sell,2501.0,36.66,91686.65999999999
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,565.0,36.66,20712.899999999998
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,3750.0,37.29,139837.5
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,sell,12947.0,46.7078,604725.8866
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,2501.0,36.66,91686.65999999999
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Employee Stock Option (right to buy),sell,3750.0,37.29,139837.5
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Employee Stock Option (right to buy),sell,500.0,26.69,13345.0
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,381.0,36.66,13967.46
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Employee Stock Option (right to buy),sell,565.0,36.66,20712.899999999998
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Employee Stock Option (right to buy),sell,381.0,36.66,13967.46
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,500.0,26.69,13345.0
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,buy,5750.0,26.69,153467.5
2004-07-30,ALL,"PILCH, SAMUEL H",Controller,False,Employee Stock Option (right to buy),sell,5750.0,26.69,153467.5
2004-08-02,ALL,"PILCH, SAMUEL H",Controller,False,Common Stock,sell,12947.0,46.7078,604725.8866
2004-08-04,ALL,"SYLLA, CASEY",President Allstate Financial,True,Common Stock,sell,80969.0,46.7781,3787575.9789
2004-08-04,ALL,"SYLLA, CASEY",President Allstate Financial,True,Employee Stock Option (right to buy),sell,36384.0,36.64,1333109.76
2004-08-04,ALL,"SYLLA, CASEY",President Allstate Financial,True,Employee Stock Option (right to buy),sell,42971.0,26.69,1146895.99
2004-08-04,ALL,"SYLLA, CASEY",President Allstate Financial,True,Common Stock,buy,36384.0,36.64,1333109.76
2004-08-04,ALL,"SYLLA, CASEY",President Allstate Financial,True,Employee Stock Option (right to buy),sell,1614.0,42.1,67949.40000000001
2004-08-04,ALL,"SYLLA, CASEY",President Allstate Financial,True,Common Stock,buy,1614.0,42.1,67949.40000000001
2004-08-04,ALL,"SYLLA, CASEY",President Allstate Financial,True,Common Stock,buy,42971.0,26.69,1146895.99
2004-08-04,ALL,"SYLLA, CASEY",President Allstate Financial,True,Employee Stock Option (right to buy),sell,1000.0,26.69,26690.0
2004-08-04,ALL,"SYLLA, CASEY",President Allstate Financial,True,Common Stock,buy,1000.0,26.69,26690.0
