date,symbol,insider_title,transaction_type,shares,price,value,executive,security_type
2004-07-01,PRU,Director,BUY,138.0,46.47,6412.86,"CAPERTON, GASTON",Notional Shares
2004-07-01,PRU,Director,BUY,416.0,46.47,19331.52,"KRAPEK, KARL J",Notional Shares
2004-07-01,PRU,Director,BUY,416.0,46.47,19331.52,"UNRUH, JAMES A",Notional Shares
2004-07-01,PRU,Director,BUY,416.0,46.47,19331.52,"SCHMERTZ, IDA F S",Notional Shares
2004-07-01,PRU,Director,BUY,416.0,46.47,19331.52,"HORNER, CONSTANCE J",Notional Shares
2004-07-01,PRU,Director,BUY,416.0,46.47,19331.52,"CULLEN, JAMES",Notional Shares
2004-07-01,PRU,Director,BUY,470.0,46.47,21840.899999999998,"HANSON, JON F",Notional Shares
2004-07-01,PRU,Director,BUY,416.0,46.47,19331.52,"CASELLAS, GILBERT F",Notional Shares
2004-07-01,PRU,Director,BUY,416.0,46.47,19331.52,"HINER, GLEN H",Notional Shares
2004-07-01,PRU,Director,BUY,416.0,46.47,19331.52,"HANSON, JON F",Notional Shares
2004-07-01,PRU,Director,BUY,416.0,46.47,19331.52,"GRAY, III WILLIAM H",Notional Shares
2004-08-30,PRU,SVP & Controller,BUY,6361.0,32.0,203552.0,"PISZEL, ANTHONY S",Common Stock
2004-08-30,PRU,SVP & Controller,BUY,6116.0,29.9,182868.4,"PISZEL, ANTHONY S",Common Stock
2004-08-30,PRU,SVP & Controller,SELL,2600.0,45.9,119340.0,"PISZEL, ANTHONY S",Common Stock
2004-08-30,PRU,SVP & Controller,SELL,1000.0,45.93,45930.0,"PISZEL, ANTHONY S",Common Stock
2004-08-30,PRU,SVP & Controller,SELL,900.0,45.94,41346.0,"PISZEL, ANTHONY S",Common Stock
2004-08-30,PRU,SVP & Controller,SELL,2100.0,45.92,96432.0,"PISZEL, ANTHONY S",Common Stock
2004-08-30,PRU,SVP & Controller,SELL,4000.0,46.05,184200.0,"PISZEL, ANTHONY S",Common Stock
2004-08-30,PRU,SVP & Controller,SELL,500.0,46.06,23030.0,"PISZEL, ANTHONY S",Common Stock
2004-08-30,PRU,SVP & Controller,SELL,1277.0,46.07,58831.39,"PISZEL, ANTHONY S",Common Stock
2004-08-30,PRU,SVP & Controller,SELL,6361.0,32.0,203552.0,"PISZEL, ANTHONY S",Employee Stock Option (right to buy)
2004-08-30,PRU,SVP & Controller,SELL,6116.0,29.9,182868.4,"PISZEL, ANTHONY S",Employee Stock Option (right to buy)
2004-08-30,PRU,SVP & Controller,SELL,100.0,45.97,4597.0,"PISZEL, ANTHONY S",Common Stock
2004-10-01,PRU,Director,BUY,411.0,47.04,19333.44,"HORNER, CONSTANCE J",Notional Shares
2004-10-01,PRU,Director,BUY,411.0,47.04,19333.44,"HANSON, JON F",Notional Shares
2004-10-01,PRU,Director,BUY,465.0,47.04,21873.6,"HANSON, JON F",Notional Shares
2004-10-01,PRU,Director,BUY,411.0,47.04,19333.44,"SCHMERTZ, IDA F S",Notional Shares
2004-10-01,PRU,Director,BUY,411.0,47.04,19333.44,"CULLEN, JAMES",Notional Shares
2004-10-01,PRU,Director,BUY,411.0,47.04,19333.44,"KRAPEK, KARL J",Notional Shares
2004-10-01,PRU,Director,BUY,465.0,47.04,21873.6,"BECKER, FREDERIC K",Notional Shares
2004-10-01,PRU,Director,BUY,411.0,47.04,19333.44,"HINER, GLEN H",Notional Shares
2004-10-01,PRU,Director,BUY,411.0,47.04,19333.44,"CAPERTON, GASTON",Notional Shares
2004-10-01,PRU,Director,BUY,411.0,47.04,19333.44,"CASELLAS, GILBERT F",Notional Shares
2004-10-01,PRU,Director,BUY,411.0,47.04,19333.44,"GRAY, III WILLIAM H",Notional Shares
2004-10-01,PRU,Director,BUY,465.0,47.04,21873.6,"CULLEN, JAMES",Notional Shares
2004-10-01,PRU,Director,BUY,411.0,47.04,19333.44,"BECKER, FREDERIC K",Notional Shares
2004-12-20,PRU,Director,BUY,143.0,53.66,7673.379999999999,"BECKER, FREDERIC K",Notional Shares
2004-12-20,PRU,Director,BUY,42.0,53.66,2253.72,"KRAPEK, KARL J",Notional Shares
2004-12-20,PRU,Director,BUY,123.0,53.66,6600.179999999999,"CASELLAS, GILBERT F",Notional Shares
2004-12-20,PRU,Vice Chairman,BUY,233.0,53.66,12502.779999999999,"STRANGFELD, JOHN R JR",Notional Shares
2004-12-20,PRU,Director,BUY,123.0,53.66,6600.179999999999,"UNRUH, JAMES A",Notional Shares
2004-12-20,PRU,Vice Chairman,BUY,291.0,53.66,15615.06,"BANTA, VIVIAN L",Notional Shares
2004-12-20,PRU,Director,BUY,31.0,53.66,1663.4599999999998,"CAPERTON, GASTON",Notional Shares
2004-12-20,PRU,Director,BUY,4.0,53.66,214.64,"CAPERTON, GASTON",Notional Shares
2004-12-20,PRU,Director,BUY,123.0,53.66,6600.179999999999,"BECKER, FREDERIC K",Notional Shares
2004-12-20,PRU,Director,BUY,123.0,53.66,6600.179999999999,"CULLEN, JAMES",Notional Shares
2004-12-20,PRU,Executive Vice President,BUY,166.0,53.66,8907.56,"GOLDEN, ROBERT C",Notional Shares
2004-12-20,PRU,Vice Chairman,BUY,42.0,53.66,2253.72,"LAWSON, RODGER A",Notional Shares
2004-12-20,PRU,Director,BUY,123.0,53.66,6600.179999999999,"SCHMERTZ, IDA F S",Notional Shares
2004-12-20,PRU,"Director, Chairman, CEO and President",BUY,524.0,53.66,28117.839999999997,"RYAN, ARTHUR F",Notional Shares
2004-12-20,PRU,Director,BUY,14.0,53.66,751.24,"KRAPEK, KARL J",Notional Shares
2004-12-20,PRU,Director,BUY,123.0,53.66,6600.179999999999,"HORNER, CONSTANCE J",Notional Shares
2004-12-20,PRU,Director,BUY,40.0,53.66,2146.3999999999996,"HINER, GLEN H",Notional Shares
2004-12-20,PRU,Director,BUY,539.0,53.66,28922.739999999998,"HANSON, JON F",Notional Shares
2004-12-20,PRU,Director,BUY,123.0,53.66,6600.179999999999,"HANSON, JON F",Notional Shares
