date,symbol,signal_type,reason,available_capital,required_capital
2000-01-03,STGW,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,7345.12440797489
2000-01-03,TSCO,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,6576.418563229209
2000-01-06,CAT,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,9745.607257115824
2000-01-06,FCN,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,7214.702376111274
2000-01-06,LKFN,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,10983.759844176479
2000-01-06,WMB,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,8625.89116129603
2000-01-07,MDT,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,8365.760181636411
2000-01-07,SLB,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,10551.998446776723
2000-01-10,SCHW,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,6918.078036771613
2000-01-10,UVV,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,11808.812830423707
2000-01-11,MMM,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,11590.12850367619
2000-01-11,QGEN,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,5644.8390886687475
2000-01-11,XOM,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,13830.562215906031
2000-01-12,AMG,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,10143.530356245297
2000-01-12,SYBT,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,26298.67908563863
2000-01-13,FE,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,21919.248917111738
2000-01-13,NEE,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,17294.990760762277
2000-01-14,IDXX,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,8199.21784081935
2000-01-14,NSP,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,6421.325855957021
2000-01-14,OPL,BUY,All positions are immune (weakest: CAH with score 100.0),960.2471564397074,9262.78142557093
