trade_id,symbol,entry_date,entry_price,exit_date,exit_price,quantity,side,initial_stop_loss,final_stop_loss,take_profit,pl,pl_pct,security_pl,fx_pl,entry_fx_rate,exit_fx_rate,security_currency,duration_days,entry_equity,entry_capital_available,entry_capital_required,concurrent_positions,competing_signals,entry_reason,exit_reason,commission_paid,partial_exits
T000001,SCHW,1997-05-01,3.80342087,1997-07-01,4.39450099,1904.7195763160134,LONG,3.5409150364814157,3.5409150364814157,,1119.8418757352183,15.457927746969977,1119.8418757352183,0.0,1.0,1.0,GBP,61,0.0,10000.0,7244.450188057884,6,"BA,CAT,JPM,MCK,MDT,MMM,SLB,SRE,VZ",AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 51.0) for WMB,6.0,0
T000002,CAT,1997-12-04,12.54959467,1997-12-19,11.90047771,866.2112128954254,LONG,11.907728014951418,11.907728014951418,,-568.2723892325904,-5.227608495153467,-568.2723892325904,0.0,1.0,1.0,GBP,15,0.0,11119.84187573522,10870.599620446666,0,MDT,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000003,CSCO,1998-01-20,6.4509045,1998-03-09,6.63724906,1428.8424666654678,LONG,6.08166962167478,6.08166962167478,,260.25702076009156,2.823563063146281,260.25702076009156,0.0,1.0,1.0,GBP,48,0.0,10551.569486502629,9217.326298003367,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000004,SLB,1998-03-23,20.99681055,1998-04-13,19.61942004,443.3101058256983,LONG,19.77736773049503,19.77736773049503,,-616.6111327514117,-6.624458749998636,-616.6111327514117,0.0,1.0,1.0,GBP,21,0.0,10811.82650726272,9308.098306922639,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000005,AMZN,1998-05-06,0.376559,1998-05-26,0.341142,14959.697692502185,LONG,0.34248339371411507,0.34248339371411507,,-535.8276131753495,-9.511943048388446,-535.8276131753495,0.0,1.0,1.0,GBP,20,0.0,10195.215374511308,5633.2088033909295,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000006,AMZN,1998-06-05,0.368746,1998-08-20,1.076031,16568.369939982877,LONG,0.33959591524113103,0.33959591524113103,,11712.559533000787,191.7099749405119,11712.559533000787,0.0,1.0,1.0,GBP,76,0.0,9659.387761335958,6109.520141888926,0,SRE,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 36.0) for XOM,6.0,0
T000007,SCHW,1998-09-16,6.51760445,1998-10-01,5.87488212,1874.6388941633309,LONG,5.947576073845049,5.947576073845049,,-1210.8722779652808,-9.910434905358652,-1210.8722779652808,0.0,1.0,1.0,GBP,15,0.0,21371.947294336747,12218.154798742005,0,SRE,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000008,AMZN,1998-10-07,0.778638,1998-12-17,2.306227,7680.019128002272,LONG,0.6473813281066856,0.6473813281066856,,11725.912739725862,196.08698161993067,11725.912739725862,0.0,1.0,1.0,GBP,71,0.0,20161.075016371466,5979.954733789434,0,,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 41.0) for JPM,6.0,0
T000009,SCHW,1998-10-14,6.83896561,1998-12-18,10.70372751,1510.6477073373164,LONG,6.17163343822995,6.17163343822995,,5832.2937036396115,56.452836787311675,5832.2937036396115,0.0,1.0,1.0,GBP,65,0.0,14178.120282582033,10331.267719305251,3,"APD,MDT",AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 47.0) for XOM,6.0,0
T000010,SLB,1998-12-24,13.03256946,1999-01-27,12.79499631,2220.6597949353636,LONG,12.183288504273172,12.183288504273172,,-533.5691425611469,-1.8436506356038755,-533.5691425611469,0.0,1.0,1.0,GBP,34,0.0,37719.281459736936,28940.903024524483,0,,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 0.0) for LLY,6.0,0
T000011,LLY,1999-01-27,44.57928814,1999-03-10,45.2212033,728.7017654105972,LONG,42.02757809328279,42.02757809328279,,461.76471033582334,1.4214702955126297,461.76471033582334,0.0,1.0,1.0,GBP,42,0.0,37185.712317175785,32485.005968365702,0,,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 0.0) for XOM,6.0,0
T000012,MCK,1999-03-17,57.25016251,1999-03-22,53.07354923,453.7309200443436,LONG,53.10150574402158,53.10150574402158,,-1901.0585862038258,-7.318471761217636,-1901.0585862038258,0.0,1.0,1.0,GBP,5,0.0,37647.47702751161,25976.168908350486,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000013,AMZN,1999-03-30,4.117188,1999-05-04,3.575,4258.981375422763,LONG,3.6975287518099385,3.6975287518099385,,-2315.168593977715,-13.203108227380026,-2315.168593977715,0.0,1.0,1.0,GBP,35,0.0,35746.41844130779,17535.027011114096,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000014,CSCO,1999-05-12,19.31196047,1999-05-24,17.78733201,1392.1021176894544,LONG,18.111213433467302,18.111213433467302,,-2128.43850785561,-7.917054775548227,-2128.43850785561,0.0,1.0,1.0,GBP,12,0.0,33431.24984733007,26884.22106702203,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000015,MDT,1999-06-02,22.84686393,1999-07-15,23.27816717,1246.7361155328501,LONG,21.591473517005678,21.591473517005678,,531.7213260543305,1.8667361751654323,531.7213260543305,0.0,1.0,1.0,GBP,43,0.0,31302.81133947446,28484.010388195788,0,,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 0.0) for AMZN,6.0,0
T000016,AMZN,1999-07-15,3.489063,1999-07-20,3.003125,4501.501912226903,LONG,3.1354306647670387,3.1354306647670387,,-2193.4508362237166,-13.96566609633531,-2193.4508362237166,0.0,1.0,1.0,GBP,5,0.0,31834.532665528794,15706.023766380134,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000018,AMZN,1999-09-15,3.278125,1999-10-28,3.55,4888.977822927146,LONG,2.974983086670986,2.974983086670986,,1323.190845608316,8.256175392875633,1323.190845608316,0.0,1.0,1.0,GBP,43,0.0,29641.081829305076,16026.680425783052,0,ETR,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000017,NVDA,1999-09-23,0.03808396,1999-10-20,0.03844209,355690.4543347889,LONG,0.0340315115119885,0.0340315115119885,,121.38342241091729,0.8960764584206902,121.38342241091729,0.0,1.0,1.0,GBP,27,0.0,13611.401403522024,13546.101035267928,1,,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 25.0) for CVS,6.0,0
T000019,SCHW,1999-10-29,18.65357989,1999-12-08,17.96560188,941.2809607336026,LONG,17.00233773202109,17.00233773202109,,-653.5806022163905,-3.722354134786384,-653.5806022163905,0.0,1.0,1.0,GBP,40,0.0,31085.656097324307,17558.259599980207,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
